X1,X2,X3,X4
-0.9582921868085874,-3.274004063288946,-3.887245673247513,-5.6400040928797806
-2.0753134127964494,-2.715304044037813,-1.2203914842096162,-5.824248752166967
-0.6023791140942678,-2.903744244338866,-2.9963124852925653,-5.665001944500981
-2.4012669779603364,-3.4402593340782133,-0.4042627147482446,-4.925959183772765
-3.161080618387947,-2.9706778146332855,-2.1022370211601773,-6.0779384997505375
-3.8270686121231168,-4.746794138646463,-2.850512843352323,-6.806718386010541
-2.7808629361371056,-4.356292944127698,-2.862884212209775,-7.215737241570213
-3.277138274968255,-4.056717102389204,-1.4766880861737866,-5.834499580443371
-3.1205043844147946,-2.1776072975247462,-1.9201451480341358,-4.853333939512259
-4.095970224845689,-2.1059367046830966,-1.9436750066320734,-5.531730640082159
-3.5680490525215123,-4.6687941717533,-3.5174464585122727,-6.669301809273661
-5.196144971848028,-4.441074258547376,-3.421437577958452,-8.698962977784195
-4.889638909135875,-5.983396228748277,-5.200831618800859,-8.120992829386935
-2.029077566103113,-3.9986278925451435,-4.504867634646782,-9.502447127659334
-5.780227148264813,-3.8009758003685366,-1.6036119577459207,-5.701961018305877
-3.8953488877669518,-6.324820362119471,-5.4104678402643325,-6.183432955623945
-3.651272531735107,-3.574590985724626,-3.0202219710961185,-7.543911632682093
-1.487426729211006,-4.697183589633037,-3.8864747032999505,-7.8903861646569
-4.0117416777444515,-2.9267359552229757,-2.850933272375827,-5.96522323101638
-4.00207589552594,-6.228123957479411,-2.3899872213307662,-5.5706536887793945
-3.611989731815192,-3.8880512009770616,-3.676075311786597,-6.426335624316631
-2.0979765692249313,-2.2175441934001716,-3.726625438676045,-7.168372455525256
-3.5365653089413365,-2.5112985679497366,-2.7722283966773835,-5.165531712346502
-3.3001369694268012,-2.7435931103402567,-2.406216272422669,-4.821488594029016
-2.9919830261718943,-4.84411834088488,-1.2652018640734737,-4.842424949198737
-3.021297276154378,-3.537299275911464,-2.7966602819436597,-6.130649873543776
-2.921135868928512,-4.715120181162871,-2.6326011955860844,-4.780092480287488
-3.4127542570638982,-3.966061563487223,-1.2652768552537375,-5.02496047423487
-4.485532227547639,-3.4042412444893397,-4.540649110009431,-4.99648228668997
-3.4405423855925616,-4.707288168319534,-1.6215571391254442,-5.570522235225475
-4.0198022418599635,-5.533863309595544,-0.30833360614768024,-5.560138014628836
-2.948669237634281,-5.719776073330768,-5.922179322908054,-5.486422838993174
-4.2716054682809474,-5.15304911111468,-2.4564386190241816,-5.416381525629962
-3.245562210045821,-4.08800907164628,-4.136231406494322,-5.04294831448448
-2.8433581091169255,-1.7407359856229503,-2.8612215389413906,-5.189086428498858
-3.477252898284426,-2.2071390922769476,-2.693071556909464,-6.525508296151118
-2.5442572649764,-5.798636939112732,-1.9700432201481828,-3.38774536265237
-3.8212738357048197,-1.9383224868517341,-2.1479757189491107,-2.9885883005766267
-2.894825344419696,-3.205928229053866,-3.9679262827638127,-5.788164010756021
-4.05387400595372,-5.136211818551898,-2.488045436830881,-5.6546947289195995
-2.869544859678753,-4.567743299643318,-2.728314967800566,-4.535211883400988
-3.3963522338785492,-2.372942332968891,-3.4793572155082844,-3.745748598588301
-1.2522410387611917,-3.0522099581498026,-4.36331547607282,-5.582375120480246
-1.57223388667388,-3.422244677418969,0.9909499698263666,-1.9544091652320783
-2.2672109698009546,-1.774853150211205,-1.9002137890475406,-2.95580562726638
-2.9839465828710843,-5.059783090624055,-1.9511217627602864,-3.8285698473435987
-3.9441930738231696,-3.720959195346473,-2.78495267212244,-5.635672974170609
-0.9269508577272727,-2.7083375505384533,-2.607266754976394,-5.448873291670678
-2.4954642551013864,-1.8499938187321847,1.0312292369092255,-0.24700815448899105
-1.116937510372503,-3.304356236378649,-1.4164375623518248,1.2154722892925585
-4.484291405960428,-1.2643843019595753,-2.4119151558379937,-1.1198579035622287
-1.6031268105396554,-3.2241858433307486,-4.971556551776872,-5.209943973457245
-2.2512007936294873,-0.9127061459782677,-1.681466223758641,-4.149795533945064
-3.159726217234999,-1.8683735767112069,-2.069193834436857,-2.3266054558985916
-2.155593959450944,-2.172021267968903,-4.2497322433346,-5.376807302286258
-3.558291607241194,-1.932659774489712,-0.9051342473863149,-4.1191551186242314
-1.826893586639056,-3.183263001212412,-3.932953843674434,-2.28691886158612
-3.1969173862388955,-2.2584710741827685,0.03178669281451052,-3.3283022432128035
-2.5967981700029883,-3.4581094140823248,-0.7369013117853958,-2.5062511215775993
-2.928233051051805,-4.019853586287634,-2.3256920686345683,-2.2815203123923347
-2.9249823765196226,-3.9677729608161796,-1.9036138004232592,-2.5669895632839013
-0.9060713458522733,-3.0633380970842667,-3.5719331232998996,-4.032641718146257
-5.627608322310557,-1.571558887166729,-0.10118075020270434,-2.100546924203837
-1.988285022437315,-3.285867065844039,-5.000279081282816,-3.650400505468279
-4.101408265308734,-2.4045525673578605,-2.6778633395382054,-2.1910541560088848
-2.1606397097913694,-2.61645380579965,-3.570461600499972,-4.27134998538805
-2.875654386901794,-1.2254301167997734,-2.1942597762384586,-3.645687953847355
-5.650845798529546,-3.285872297481054,-2.62568291252519,-1.8746312916161965
-2.1039742209554446,-4.019141883436434,-3.5709967360072774,-5.274220317461473
-3.1487768177549547,-2.450310925467557,-2.4684869694000886,-5.265707924841409
-3.6661683702895447,-1.6388609525246491,-0.7839984544300878,-3.0120484184748997
-2.148387588630186,-2.5065064175010066,-4.25799432905699,-2.6790976755918847
-4.98703230753244,-3.5250638633002684,-0.10327979772555351,-2.470514664241679
-2.187505250621663,-3.8508336843152207,-5.006136467932645,-4.345089461574165
-5.120803073347647,-0.6684655773541925,-1.751017433033946,-5.63531526178053
-3.2612929828114803,-4.335615506993933,-4.586838572156138,-5.534617371124114
-2.334550736289958,-2.2826899467793513,-2.952763057787039,-3.9864556036582526
-3.5415074031842533,-1.6267684106420757,-1.0662833526764177,-4.392602699333086
-0.5287163880458663,-3.723053168300811,-1.3333791253185923,-3.347626222286517
-3.1537433492882565,-0.29940196157366283,0.7675515945189489,-1.3714494650335678
-1.455918006499097,-3.8417622055562335,-2.927851011772453,-3.0034476824010157
-1.0002125166213152,-1.8095457904259884,-0.9804791827947242,-2.433884045296992
-2.059719546103376,0.1348274062603645,-1.5822478869654142,-1.4338998158699572
0.06352372446346821,-1.0834729722073653,-2.6393259494573957,-2.36169252939823
-2.903302401230525,-0.5251205900186271,-1.0954819261578943,-2.9428723821899907
-0.6296513251586097,-1.5936062259933006,-2.760215227968549,-4.993258465716323
-2.649181282226197,-0.6805901051281609,-0.25411542911194573,-2.278631545676214
-0.3551015010361399,-1.76224978387134,-4.031160185532462,-3.8495475164478075
-2.47113240199623,0.3061295182423426,-0.3304349034096777,-0.9612927251797263
-0.8468516087156711,-2.3670217756523195,-0.4608807970474593,0.21591779818308243
-1.7410429210825793,-0.5219816077421406,0.44442978210158823,1.4895340367510759
-0.5767693520036148,-1.354416002250002,-1.9780184133927294,-2.1779553502747837
-0.2972032223280998,-1.75522000406387,-1.858288390885678,-1.883338936756629
0.2966952806468792,-0.8055087111634653,0.22206772860234672,-0.5559602952423361
0.1587472756167594,2.114447853210047,-2.0800720256899967,-0.2781232908106671
-2.294214075871091,0.6183361238519764,1.2371519363760848,-1.0071365831735526
-0.27596421109162855,-2.576133069665281,-2.0489587185801135,-0.5094976086346465
-2.467715841694411,-1.5703614153164733,1.610528951704098,-0.7519958139183993
-0.5079143075886493,-1.4516429114107319,-3.701138158931995,-2.228937959591621
0.35674415023789585,1.708632978158284,0.5118147791369139,-3.8627600975047054
-0.7635303808321741,0.48233339558692334,0.18488648337611824,-0.12192746009090705
-0.6585404590056126,1.2306112394110353,-0.9418748361378197,-1.3220654452357061
-2.6293404777036917,0.1799591676029365,-1.8966758324166346,-1.639267832159807
-0.5504452904208702,-0.8446086413089586,-1.507724475451237,-2.956895449355836
-2.3528583131140257,-1.3490431629856836,0.23578115244016162,-1.5979815107714817
-1.3281281130231033,-0.20770761301787544,-0.09715884852533097,-1.7155159147391663
-1.1936899145085753,-0.7223532221138335,-0.054452227557890476,-0.6167896057858321
-0.8234222592567013,0.633594517095771,-1.5488472605625954,-1.911218745450535
-0.26330613024028293,-0.7019545647964829,-1.662600391022876,-3.921204952059269
-3.8794297947834635,0.3459621035712803,-1.5791363377146128,-2.084586668369977
-0.4913503926014334,-1.6456309580770077,-1.6303194901873008,-4.524024215671173
-2.464526281413441,0.04829589037618218,-1.1712545983590128,-4.001816743414186
-0.24349604055637425,-0.5269376519984366,-0.49139115615944595,-3.9198406562922825
0.25229347582434514,0.4314010428515783,0.3302752084169672,-1.09736994736193
-4.124701194474662,-0.017264792829403963,0.5317376622534367,-0.2914169609403536
-0.7106318835796497,-0.4609143996727707,-3.6066292681400283,-5.475940478396103
-2.703707415150697,1.1970358732010864,0.09216740613853103,-3.5557476344389514
-2.058658361521954,-1.9198562263233763,-2.17843669495736,-1.824255333649814
0.25024207839033297,0.11507490918067909,-2.016139980686374,-3.6610367407302036
-2.7233231652976495,0.1456381817204987,0.8961984493604666,-1.5642030894972314
0.6163890832487456,-2.021473582521512,-2.3226306414592504,-1.221258377791331
-3.2844589517459677,2.166749597559959,-0.30522351213983034,-0.5155838147043499
0.09262905082960626,-2.942440920933225,-2.0277403859361227,-1.5592015167791196
-0.44863688068877905,2.0195324069274245,0.010117585035119767,-4.051840632669912
-1.0824690370968533,0.4184385274239247,0.13000050720678125,0.6377105967303995
0.31827699397867926,0.17632267804324486,-1.3198350880316692,-0.269667800084467
-1.9131207551396847,1.5748738019799773,-0.9544997094980125,1.5396492754161493
-0.6578922423352389,0.32928323445058316,0.20457735840252766,-1.5840650796548545
-1.3284074981545846,-0.24769411568555877,1.020297616895383,-1.8551783967992612
-1.0227031721684048,0.8760718385987434,-0.17894103726170651,-0.515956972965562
-0.12167138773445751,0.5938242048427143,-1.2059732231089972,-1.2529819743596253
-0.46808771674375016,-0.16199266860977413,-0.3976550833486385,-0.1510054762582682
-1.4483178970132575,0.600710633583063,1.0078572725014645,1.2864139369026257
-1.023256637768745,1.5247493589462409,-1.5124843551780194,-0.37627648173220124
0.24594501306814198,2.260564584057236,-1.4511613465622937,-1.6245635612960805
-1.3160522415641656,2.0490858244483126,2.0689906860909666,0.8817956465678072
-0.9333213691281244,-0.8987214166394615,-1.1005194748652047,0.17275612734619733
-1.1798788774575177,1.039972070650001,1.021768233211346,-0.2643735322592037
-0.1339038129631146,1.3461923058681584,-2.3422950126560163,0.4848466872375141
-0.45554087663402854,1.9344833702985793,0.4110618324140101,1.0869198744110413
0.6039825631733491,1.8874220143872091,1.7066498979093923,2.5784213490601418
0.1623628596854504,2.1755768206840544,0.5129367951975412,2.145435038693085
0.5538719097479775,1.4817107958373477,-0.1341142045194359,-0.7690739233558312
0.5683460246852612,1.2324976516587625,-0.7246543898000377,0.3579015681403019
2.3768186169030594,0.14458852563060098,1.5370198741834562,0.7044933344543741
0.38100260506326095,3.4586319998790493,1.13132681088176,2.9244487550073837
-0.733931553772259,1.8060286004299089,0.2099935246606202,1.55428350537988
2.07169161892276,1.6866395056571362,-1.8216475228104188,0.3594030383687792
-0.5404921955003246,1.5026430694598603,3.2142478952356406,1.4812982743930452
2.332135562255943,1.9517652167376571,0.722491554325423,1.4918380014789647
1.2298058896419952,5.269147011756657,1.8341237005916238,4.648414903780093
-0.8031575368170832,2.324788229864334,-0.17030422387333188,2.342502875261263
0.3991015401762381,0.8879012881356677,0.8933810197889654,1.7139888118787094
-2.2731028032775575,1.8384181549886531,-0.046650494906156637,3.1238636978936527
0.5714822611906667,1.980565639350615,-2.9236870834395647,0.8196962742823705
-0.0820118508007876,0.8547454553999316,-1.3049322035200106,0.9223358894014446
0.4083502049995627,1.6769003433034335,-0.711574612534405,1.121252555785531
0.43481902401627903,1.02305008739346,-1.1279579585302895,1.8944336142854543
-2.345142183031364,1.0187512879986627,-0.27496561730980135,2.9270065731015
-1.8069527940291712,-0.37407009734490365,-1.131705012727376,1.1137819984824628
-1.1592234315256935,1.4656679623923616,-1.8209623991985704,-1.874314076018753
-1.1710773281531401,2.3722798536274,-0.5716853631068439,-0.6422786202701795
0.09718356796190453,1.138079206250482,-1.6601965220547439,0.9243779646314452
-1.056156129370982,1.0853104737259107,0.14291592073375498,0.7409758026341735
-0.7166431809749515,3.1801772707409937,1.0759759185892355,3.6159398017844095
-0.3475566950724839,0.5327719910603768,-0.9218006228068578,2.246516294673601
-0.7146488804489773,0.6085635624529248,0.10638408156167162,1.9073762751511323
0.404878142046177,-0.7431314741461825,-2.1372463318276202,2.270044417315799
-1.590075767779862,3.008603974273628,1.8440086360538122,2.1992940573593796
-0.33549393329584576,1.3056805315308788,-1.749267243168755,1.9203055945931493
-0.7720401347692157,3.585131631666958,0.7821385032698244,2.6805860178637806
0.2954570685450072,-0.4262831155882828,-0.7408124035742778,0.703433943433359
-0.5773221685860914,3.0755382951001264,0.8479450198568121,1.9589545521008018
-0.12614209388531472,1.1152453875239845,0.20915469234212747,3.3632421387158304
-0.7222468428563475,2.1004107830624106,-0.5533540146209688,2.5055269320303037
-0.5666332816553956,-0.7627753377798169,0.5141089614767739,3.6214341269123222
0.6161241548684029,2.572113191832657,-1.2122914893174161,0.5993382784048493
-2.5650380961748995,2.3916108245980836,1.270833543922265,0.6530659213173811
-1.0514812975832168,-0.5185972390737738,-2.442235771106451,1.3526091710068942
-3.1258278669584443,1.0075888276766847,-0.49162708943451344,1.4797517368430535
-3.142673409467611,-1.867202491133445,-2.9626552959210164,-0.603976492962544
-1.9331162962001973,-1.5829998585838978,-2.464162752867493,-1.2378752917338505
-2.104421853093515,-0.6490172082802987,-2.621186738651925,-0.417307091172716
-1.7771828632742819,-2.137613894464571,-1.4359804977860178,-1.4901891682510255
-2.4173347780841272,0.7292547627373969,-1.3775584556598397,-0.9928466731803959
-1.370710639660154,0.7024348710508899,-2.4740213765397745,-0.6942493218115469
-0.8475394048744704,-0.4192959584605275,-1.1515964781184194,0.5600199528316081
-1.806704181102974,0.8862770058868401,-0.5440270477316665,-0.3093792517461694
0.04122475549502114,-0.22889131377898303,-2.0617203981474916,-0.29700596810182905
-2.0198928211594414,1.4370403709440218,-0.09577877133365226,0.5411069557050829
-1.5021411659100286,-0.925651962674735,-2.621466197822474,0.28360327678770797
-2.028116465215691,-0.888011649868176,1.1440201062329844,0.467130856735359
-3.1349591860715176,0.5517811366580105,-0.563374511964368,0.5358859622544888
-1.8815797085939874,-1.2309497023669211,-2.234873243225663,0.5039882755210211
-2.9354426916899086,1.6091895546039292,-0.333150839398495,-0.7446785770875828
-0.8882754178734065,-0.9178954834707426,-4.327606630035705,-2.0558015616014456
-0.761009747286816,-0.4633102781805384,-3.2683000721327313,-4.024440128836065
-3.393798817349502,1.496281003578379,-1.008098859579359,-2.2152110993762353
-0.9284672596804828,-0.7159701549343448,-4.093603197481711,-2.0622219787805136
-4.20516469367724,0.7580249593635316,-0.9793793321927156,-1.2863862541748976
-0.4336742503137427,-0.7153669407184966,-3.1584751143468934,-1.8473128303694613
-2.6141738711697546,-0.15778351257857293,0.573475098089617,0.061968600634188575
-3.744642359679153,-1.2930740453076903,-3.2296030812110175,1.0189335175067757
-0.8430235738566344,-1.8602889775604332,-2.596083201583251,-3.407342354214909
-4.579904239486927,-1.3443996174406803,-0.660029165933075,-3.0387592367151885
-1.1722491504587431,-2.61495097396569,-3.316414081656457,-4.24299245653019
-4.66679146661803,0.9978774726627505,-1.4575712711205944,-3.157562724104429
-3.1127290317565035,-2.415362239332857,-2.3502980334323045,-4.287796982585276
-2.3270170795424154,-2.8561418697316463,-2.593691873834929,-3.3444281683358077
-4.035560976558121,-2.7109316756627955,-0.08743144013016368,-0.8434210019117858
-1.4209711127180982,-0.44934458435361835,-4.018837434928721,-1.3759950924172284
-3.989254367659232,-0.6559028480294226,-0.3939495502189251,-1.6610160992776857
-0.9461884167091339,-2.7316646982170187,-3.251071974687914,-0.8675972874880222
-3.500921874465203,-0.5090735351584543,-1.0846931500340709,-2.3317821453222547
-3.9677325134793593,-3.573195033104083,-2.168422159104616,-4.555439899119882
-1.3937240770196675,-0.7682703596272982,-3.473359489973077,-3.5220670804372753
-4.30998161266655,-1.1006400796471452,-3.7769445987730625,-5.885806212062411
-0.055363802287023756,-0.9827854909459881,-6.510853413307547,-7.7206074711919985
-3.5220746303834063,0.3060757718787109,1.2281311184544301,-3.171904876703513
-2.1426856880865364,-0.6320111076459634,-1.5874012464270295,-2.3643563859506385
-2.1091234596552417,-0.8633758177772829,0.17319239578671763,-2.222979893291713
-1.2753210902502436,-0.18765585509392324,-1.704827016006371,-3.278261556657408
0.9947368980826203,0.46095478305892124,-2.3128916741980863,-3.039137821713017
-2.3293167251840465,1.5936567922563016,0.3762056758150949,-0.29391930814793943
-0.4137838016848827,-0.8453180670905822,-1.8520288647859244,-1.9298620106644644
-1.1429799349532588,-0.18667530624270118,-1.3380652656330154,-3.081162834294643
-1.6902134787349103,1.3677439319790408,0.7341907750112597,-3.0386611255838307
0.2589488541829359,-1.6716490748440505,0.8873320966558085,-1.9719063635762355
-2.035627949913335,0.345520410678767,0.6854397840765264,0.15444938662590824
0.2364907377065802,-1.0520697448107093,-1.639366106628864,-1.4446600593763004
-2.422672748382703,0.6307416423109906,-1.105774388309168,-2.7613426511604895
-2.316428863823134,-2.081394038264832,-0.391704302550111,-5.042547617144047
-3.154845383091175,-1.3761884823397432,-1.7768362802094608,-3.1347950677057206
-3.2934125198578426,-2.490166529821887,-2.8130407048835524,-5.413492557964152
-1.9178526076316305,-3.892444906840959,-2.1535559272117366,-4.524923729814092
-3.1512342207690347,-1.4911884363367454,-2.11999361509449,-4.998957052418146
-0.17990957329786528,-3.1974055802261807,-2.374112203493409,-5.938775067930514
-2.047046432022807,-1.9679281066133385,-1.5863945094839522,-3.612932512059692
-2.6987521629194813,-1.4987899003034175,-0.5505499563658114,-0.987461343230517
-1.6347410673762615,-1.5275541405816595,-2.2634127714712586,-2.6268548363581887
-3.332071428194583,-0.9436609339930719,-0.1489919932669974,-3.003160718828721
-1.1916891583771585,-1.9072803856338774,-2.866793320397286,-3.795420747651382
-2.5042332806933127,-3.0700168953520364,-1.0895510354857052,-5.600753827903857
-1.3260495436729267,-3.3293761444866927,-3.2157040528466077,-6.011965981991809
-2.4087456579188027,0.6916855097580281,-0.30108266192019817,-6.707977374911627
-1.2652089531993962,-3.002468922429679,-2.802836480358134,-2.883664150554781
-2.9421556342903847,-0.7414716867972385,-1.4985895357587455,-2.3497662587063832
-1.8783820545840861,-3.1365002611130173,-2.352677321349771,-3.8727155304974783
0.46357113761417645,-1.4207367943857268,-1.3814814599779124,-3.9646905494548252
-1.9204841136261692,-0.762292989140757,-1.3352400301264178,-4.32569339661421
1.032395598813563,-0.9705347069181632,-1.767193156388952,-4.170836431337444
-2.339799695785069,0.3051245417175781,1.6211466976945639,0.24049289544740526
0.1577838674445351,-2.41995954810985,-2.2501777911519576,-2.073097828984704
-0.9948974734781377,-1.4179035522597367,-0.0985046602576935,-2.9113414539170965
-1.0517577042550215,-0.9414707439841011,-0.6335119279397836,-4.075347759800992
-0.760733334057707,-2.4614509612766122,-0.9673665959510163,-1.5265491911321065
-1.265477341062492,-0.6966213923534902,-1.6391021696337702,-2.7375276078257595
-1.1530119224923538,1.1318812911844298,-1.048727996516898,-4.883451056097597
-0.4646021709568857,-0.025096338034366727,0.07166363201201298,-3.7317071225976925
-0.01709780892777779,-0.15830210754632756,-1.422857684032599,-3.70803459018571
-0.2461363452700664,-0.6997090796692726,-0.3881601366280402,-2.5399246266938573
-0.9275363085508268,-2.808891367800809,-1.5785404001511303,-2.0970704111050393
-0.24560855457251407,-2.6285402948981025,0.1993529036496835,-2.731141313694942
-1.004742295300269,0.3509000101338018,-0.28884505049589015,-0.7622446150515766
0.8041939437150034,-2.09896013312645,-1.6539934698460783,-2.083679657354205
-2.4568454045002914,-1.0948414187157431,0.7356207551151802,-0.20195720784457105
-0.3972785505365579,-2.664262227917371,-3.169076538495686,-3.1254231505399654
-3.3420389746604005,-2.439393202053817,-1.3513183718896529,-0.28750616863675615
-2.1960712531456186,-4.5765011398066076,-4.133764709580101,-4.861696616095036
0.09493971434121073,-2.3942616448832883,-2.8236362400738946,-6.213431057081868
-1.4312733468512693,-1.8092379225220396,1.4332893554727748,-3.4304891035100935
-0.870649651382464,-2.695684683426844,-1.8781370087636113,-2.2573621904532213
-3.8891596167967317,-2.669596129642669,-0.23029459845449246,-3.938739375132272
-4.497889290105693,-3.5638434210291536,-3.9476291133933072,-4.262145606194542
-2.440605459160395,-4.562314712824706,-2.838777686321335,-7.779531730250367
-0.5441663062310789,-2.902246362624454,-2.978566368259632,-5.171491185749039
-1.2207432838077823,-0.8897224367186305,-0.3961051172231067,-4.3933165103961205
-2.776235247563395,-2.280311213608482,-0.9237433171772771,-2.6828567299939508
-2.3942360774564313,-3.4892175844218,0.10681713837587559,-1.7427825634208514
-4.169378706356338,-2.6722648006752787,-1.28496357398498,0.18571183239459454
-1.7665245545413906,-3.4980483233867172,-3.928406979414344,-5.1027209976863315
-2.5955835220663217,-2.7350158454188147,-0.7281706799825987,-4.017539810613339
-2.357480552873441,-3.084217026956838,0.061707652832150295,-3.079031394709319
-1.704103678071296,-3.7345118902304177,-3.515620532783048,-4.0276283974116245
-2.918784403378837,-3.49696277279769,-2.2057649850257635,-4.679578544279744
-1.0669880981983462,-2.55122231769806,-2.5719250818163637,-3.351951950840588
-3.445556244953339,-1.8355521778396344,-1.270678705700628,-3.2576596477712747
-0.8144189171253455,-3.245129188658496,-3.0892016942925458,-1.6349601302732308
-0.9458930138883257,-1.6084911528402206,-1.9557673992935194,-2.34193698590284
-2.836751179903504,-2.141336655525705,0.6472416424393516,-2.4454335852576916
-1.8941362117578957,-2.737047326028123,-3.692009542399423,-3.2533414363391246
-1.8053693761081884,-1.8457200495448571,-1.7155217790288158,-4.399446972995051
-1.545621551136681,-1.7970562512905317,-0.398464909125853,-1.6568687029587925
0.02819019706830006,-2.4849085652761427,-1.2666820980551976,-3.2485894628340874
-2.6337220774122763,-0.17618997984208473,-0.956842009248129,-2.8495958404558412
0.5220725689259135,-2.8964824123750796,-3.4556533183037788,-3.949304535371563
-2.0880599099547803,-0.5579917536684695,0.18765885911294866,-1.1651375548077976
-0.25354566778268867,-2.564850435932732,-2.4274774938142905,-0.6834614415225373
0.5347831652266641,-1.2493238773992124,0.0023945574768270417,0.225544993853952
-1.8054043500416537,-1.92610734201503,-0.9736246155428483,0.45691398307368836
-0.4126942288486696,-1.9991473136517417,-0.6312877431457012,-1.297694299489842
-2.3952963380265713,0.9107087248329733,-0.214605859914471,0.08884987614503226
0.11921400232745955,-3.4559131299675254,-1.72640067606878,-2.8069059303129436
-2.496015658580468,-1.5210844963857721,1.5364479801019846,-2.384958441065459
-0.2056242712059756,-3.648931176879469,-2.4346080252362405,-1.355738593493856
-1.993126261332312,-2.274673156890701,-0.8903161116980045,-2.655963487093052
-0.15264764388271002,-1.317281081289023,-2.1422646374127225,-2.585006972844995
-3.331216434402898,-2.5715167050931855,-0.31464468462942596,-1.432814379459331
-2.110897426335758,-4.482302285580293,-2.7559380423136473,-2.6062351290824597
-3.454888504038539,-4.882014217669923,-2.5194156776703798,-2.5625162474813434
-2.8782413101979873,-4.940797390970593,-4.78699605626389,-4.028994692224141
-1.5561021728516815,-5.36066309129974,-2.863522049037428,-4.887792529835529
-3.2839554977501977,-2.2720981829555873,-0.8850560719944555,-3.6302895986137926
-2.086877368541735,-1.1977524478036625,-2.490906091946666,-3.3963185569800145
-3.528606872274429,-3.673508018816745,-0.46994742500756104,-3.4356345166521645
-2.279171098749918,-5.860418287171277,-0.8673989538557547,-2.999754847672288
-3.5508905645061635,-2.5481933811833155,-1.0640031075414662,0.13375673667522792
-2.074713657351007,-4.919070672461446,-1.4581918091967052,-2.4525440934048675
-2.1562179961384653,-1.8683925140582924,-0.8929966336176858,-2.0764077444282836
-2.416622327156617,-3.533029187628587,-0.01507514098338869,-2.6472282811074406
-1.6611611046929284,-3.9891199892371416,-0.08244422743402624,-0.8520939182661189
-2.6873384450227307,-3.108024184027324,-0.3777637129754161,-0.6333301839438996
0.16713592170909974,-2.6035346306978098,-1.443490609593599,-1.5761190244048917
-2.508872391633108,-1.8559701235355996,-0.07152343457008761,-1.092646403752437
-1.4318264210583354,-3.8879469013486982,-2.048435194270396,-1.5297876954447278
-2.838544328520396,-2.973368184708576,-1.4832984681969303,-1.5552195064781709
-3.09184510361837,-5.052403809178136,-1.649583851921261,-2.994390533008218
-2.5801759910067235,-3.5050463504627665,-3.1938241202540447,-4.508451596385626
-3.6891560608566576,-5.436327983748114,-2.2552470025852887,-3.8831824332942535
-2.0766815876846003,-4.702965449460612,-5.306494733863627,-6.889392852984272
-2.9295550661908125,-2.44963051945448,0.061744624624829214,-5.776876618424602
-2.5331212870993234,-3.456367085211719,-2.5641186355389687,-4.178271604233201
-3.520400806028481,-2.982768538028963,-1.570916592342882,-6.085502962884985
-2.2109541099580268,-4.190156087372391,-1.3585339501113822,-3.855003372447538
-2.059128524555593,-2.0148634232937948,-1.4684698505252416,-4.678785495218078
-2.7299028954964366,-2.2114319777673814,-0.20295911755104323,-3.87296836265776
-2.9490410504921702,-3.1715994069824505,-3.4256601285485164,-4.548145580119182
-2.576723929932659,-2.7959482490058387,0.03814374920396579,-4.464629491138802
